Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Lo, S.H.","47962365900","The Study of Public Administration in Hong Kong and Macao: Evolutionary Paths and Implications",2014,"Asian Journal of Political Science",22,"1",,20,44,,2,10.1080/02185377.2014.895913,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84897063753&partnerID=40&md5=a03f120528758a33222a1cd69f76f0ff",Article,Final,"",Scopus,2-s2.0-84897063753
"Robins, S.","7103121326","Slow Activism in Fast Times: Reflections on the Politics of Media Spectacles after Apartheid",2014,"Journal of Southern African Studies",40,"1",,91,110,,31,10.1080/03057070.2014.889517,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84895797061&partnerID=40&md5=221a05276f309da62f7a477d0c43937b",Article,Final,"",Scopus,2-s2.0-84895797061
"Lai, H., Kang, S.-J.","7201967325; 55807459400","Domestic Bureaucratic Politics and Chinese Foreign Policy",2014,"Journal of Contemporary China",23,"86",,294,313,,27,10.1080/10670564.2013.832531,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84894265318&partnerID=40&md5=d040f61ef8c100496bec297e9cbf6366",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84894265318
"Sud, N.","16550542900","The state in the era of India's sub-national regions: Liberalization and land in Gujarat",2014,"Geoforum",51,"",,233,242,,19,10.1016/j.geoforum.2013.06.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84892538343&partnerID=40&md5=3719fdbd349f37dd70653b2449329287",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84892538343
"Cain, G.","55874945900","Kill One to Warn One Hundred: The Politics of Press Censorship in Vietnam",2014,"International Journal of Press/Politics",19,"1",,85,107,,20,10.1177/1940161213508814,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84890351136&partnerID=40&md5=293256e54c237de4d1582123ba933f79",Article,Final,"",Scopus,2-s2.0-84890351136
"Luttrell, C., Resosudarmo, I.A.P., Muharrom, E., Brockhaus, M., Seymour, F.","6602438082; 6508063273; 55443128500; 51565722800; 37762240500","The political context of REDD+ in Indonesia: Constituencies for change",2014,"Environmental Science and Policy",35,"",,67,75,,71,10.1016/j.envsci.2012.10.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84888839090&partnerID=40&md5=f4c0bc72ddc59f743ae71268c3c6f289",Article,Final,"",Scopus,2-s2.0-84888839090
"Taratoot, C.D.","42162154000","The Politics of Administrative Law Judge Decision Making at the Environmental Protection Agency in Civil Penalty Cases",2014,"American Politics Research",42,"1",,114,140,,5,10.1177/1532673X13490196,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84888625525&partnerID=40&md5=4f4eecc53d67f263fcc033e11b0e17f0",Article,Final,"",Scopus,2-s2.0-84888625525
"Giessen, L., Krott, M., Möllmann, T.","26428061200; 6601964565; 55934820400","Increasing representation of states by utilitarian as compared to environmental bureaucracies in international forest and forest-environmental policy negotiations",2014,"Forest Policy and Economics",38,"",,97,104,,57,10.1016/j.forpol.2013.08.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84888027086&partnerID=40&md5=68ff5ce8cef16f51d062d35d3db8490a",Article,Final,"",Scopus,2-s2.0-84888027086
"Verheul, S.","55974390800","'Rebels' and 'Good Boys': Patronage, Intimidation and Resistance in Zimbabwe's Attorney General's Office after 2000",2013,"Journal of Southern African Studies",39,"4",,765,782,,22,10.1080/03057070.2013.858544,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84890949144&partnerID=40&md5=24a5ba027cf39bfb3f326e20270d593f",Article,Final,"",Scopus,2-s2.0-84890949144
"Alexander, J.","7404458811","Militarisation and State Institutions: 'Professionals' and 'Soldiers' inside the Zimbabwe Prison Service",2013,"Journal of Southern African Studies",39,"4",,807,828,,26,10.1080/03057070.2013.858536,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84890943923&partnerID=40&md5=e5d730f11f0205c8d966ac54aebd70f4",Article,Final,"",Scopus,2-s2.0-84890943923
"Trinidad, D.","20436532200","Financial Liberalizaton and reform of Japan's ministry of finance: Implications for Japanese developmental state",2013,"Asia-Pacific Social Science Review",13,"2",,102,119,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84890897045&partnerID=40&md5=b9f24995022a24b3bb6f949053ec8edc",Article,Final,"",Scopus,2-s2.0-84890897045
"Debus, M., Knill, C., Tosun, J.","24476047100; 6603825089; 31767652100","Registration Fees for Same-Sex Unions, Local Party Politics and Societal Demand",2013,"Local Government Studies",39,"6",,756,776,,7,10.1080/03003930.2013.767798,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84890631868&partnerID=40&md5=7cbde0ce41b4fa4405a6e5bccb20b206",Article,Final,"",Scopus,2-s2.0-84890631868
"Degtyarev, S.I.","55975410500","The problem of the social background of government officials within the policies of the romanovs (18th Century - First half of the 19th century)",2013,"Bylye Gody",30,"4",,28,35,,9,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84891120547&partnerID=40&md5=f75c1f3c365ef8a6d9d5e24a389cb55c",Article,Final,"",Scopus,2-s2.0-84891120547
"Miller, M.A., Bunnell, T.","55574186674; 6601913261","Problematizing the interplay between decentralized governance and the urban in asia",2013,"Pacific Affairs",86,"4",,715,729,,12,10.5509/2013864715,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84889004562&partnerID=40&md5=6af34e6d91e444600af7f8aae2ba4683",Article,Final,"",Scopus,2-s2.0-84889004562
"Suleiman, E.N.","24469229100","Dismantling democratic states",2013,"Dismantling Democratic States",,"",,1,327,,204,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84924905056&partnerID=40&md5=d11a08382c657e50c86cad5dc1980724",Book,Final,"",Scopus,2-s2.0-84924905056
"Webber, S.","55941359900","Performative vulnerability: Climate change adaptation policies and financing in Kiribati",2013,"Environment and Planning A",45,"11",,2717,2733,,40,10.1068/a45311,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84888403640&partnerID=40&md5=53c8fd42ada7e5d17484e1b6165c5ee8",Article,Final,"",Scopus,2-s2.0-84888403640
"Lee, C.","8523543800","Party Selection of Officials in Contemporary China",2013,"Studies in Comparative International Development",48,"4",,356,379,,5,10.1007/s12116-013-9132-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028106139&partnerID=40&md5=c036dec061d4b8b3b21c829841d38cb6",Article,Final,"",Scopus,2-s2.0-85028106139
"Nagy, S.R.","55202254900","Territorial disputes, trade and diplomacy: Examining the repercussions of the Sino-Japanese territorial dispute for bilateral trade",2013,"China Perspectives",2013,"4",,48,58,,9,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964252230&partnerID=40&md5=6b28624cb6644b1ef250a623e28b8984",Article,Final,"",Scopus,2-s2.0-84964252230
"John Ngome, A.","56545662000","Unlocking growth in sub-saharan africa (Ssa) with development inspiration from the south",2013,"Public Reason",5,"2",,3,20,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84924569430&partnerID=40&md5=bb177d3ab55dc926ee0893e21178f9e1",Article,Final,"",Scopus,2-s2.0-84924569430
"Ghosh, R.","55154370100","Making sense of the secular: Critical perspectives from Europe to Asia",2013,"Making Sense of the Secular: Critical Perspectives from Europe to Asia",,"",,1,226,,4,10.4324/9780203111048,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84906430014&partnerID=40&md5=3aed16f8afba0e3b6538b3c328246c1f",Book,Final,"",Scopus,2-s2.0-84906430014
"Patel, K.K.","35797249300","The cultural politics of Europe: European capitals of culture and European union since the 1980s",2013,"The Cultural Politics of Europe: European Capitals of Culture and European union since the 1980s",,"",,1,223,,29,10.4324/9780203081082,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905876624&partnerID=40&md5=66ea84b6c02d23ff87bbd5a826bea650",Book,Final,"",Scopus,2-s2.0-84905876624
"Ando, T.","55569833500","Japan's new left movements: Legacies for civil society",2013,"Japan's New Left Movements: Legacies for civil society",,"",,1,197,,13,10.4324/9780203069554,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905136298&partnerID=40&md5=f9ab84ad42bda1b0e6a7ee16fe2d6b5b",Book,Final,"",Scopus,2-s2.0-84905136298
"Cwalina, W., Falkowski, A., Newman, B.I.","6503980910; 26539518800; 7202866314","A cross-cultural theory of voter behavior",2013,"A Cross-Cultural Theory of Voter Behavior",,"",,1,252,,4,10.4324/9780203051146,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84904922611&partnerID=40&md5=c234cfef349de241cab7db08f567809a",Book,Final,"",Scopus,2-s2.0-84904922611
"McIlroy, J.","36912589600","Restoring stalinism to communist history",2013,"Critique",41,"4",,599,622,,5,10.1080/03017605.2013.876816,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84897877616&partnerID=40&md5=35cb0f76c501fc97b521492da92426ba",Review,Final,"",Scopus,2-s2.0-84897877616
"Golani, M.","6505900855","Palestine between politics and terror 1945-1947",2013,"Palestine between Politics and Terror 1945-1947",,"",,1,255,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84894769770&partnerID=40&md5=13f801d4d7887c857d099e2d38da1609",Book,Final,"",Scopus,2-s2.0-84894769770
"Mcmenamin, T.","46861346500","Justice for all? Special education 2000 and the politics of difference",2013,"Policy Futures in Education",11,"6",,769,778,,,10.2304/pfie.2013.11.6.769,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84893415785&partnerID=40&md5=77f378af41498b9d8e7481a820bea4fa",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-84893415785
"Vik, H.H., Semb, A.J.","55427112500; 7004229068","Who owns the land? Norway, the sami and the ILO indigenous and tribal peoples convention",2013,"International Journal on Minority and Group Rights",20,"4",,517,550,,6,10.1163/15718115-02004002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84893062124&partnerID=40&md5=2de96ffaca85dbde384884811d6f1423",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84893062124
"Hathazy, P.","55436780000","Fighting for a democratic police: Politics, experts and bureaucrats in the transformation of the police in post-authoritarian Chile and Argentina",2013,"Comparative Sociology",12,"4",,505,547,,12,10.1163/15691330-12341271,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84892600346&partnerID=40&md5=667099ff71791b3212808d9b64b6fb74",Article,Final,"",Scopus,2-s2.0-84892600346
"Tang, L.","34873889100","The politics of flies: mocking news in Chinese cyberspace",2013,"Chinese Journal of Communication",6,"4",,482,496,,5,10.1080/17544750.2013.844190,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84890430065&partnerID=40&md5=2f90b0f2ba055b52dca2e52440098817",Article,Final,"",Scopus,2-s2.0-84890430065
"Turgeon, L., Gagnon, A.-G.","7003263749; 7006959998","The representation of ethnic and linguistic groups in the federal civil service of Belgium and Canada",2013,"Canadian Public Administration",56,"4",,565,583,,4,10.1111/capa.12040,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84890082406&partnerID=40&md5=0dd04a7cfa7968204a12fbeefc3fb0d1",Article,Final,"",Scopus,2-s2.0-84890082406
"Gonzalez, E.T.","55887709200","Career bureaucracy and technocracy in the Philippines: From authoritarian construction to democratic deconstruction",2013,"Philippine Political Science Journal",34,"2",,134,149,,2,10.1080/01154451.2013.851492,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84890033575&partnerID=40&md5=e6fe8b7d10fefc9af732dfa8f77b3ca0",Article,Final,"",Scopus,2-s2.0-84890033575
"Kwan, J.","55314436300","Austro-German liberalism and the coming of the 1867 compromise: Politics again in flux",2013,"Austrian History Yearbook",44,"",,62,87,,4,10.1017/S0067237813000076,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84889041730&partnerID=40&md5=f9663c162658547966a0d1e0c4d300fc",Review,Final,"All Open Access, Green",Scopus,2-s2.0-84889041730
"Lunn, P.D.","30467820800","The role of decision-making biases in Ireland's banking crisis",2013,"Irish Political Studies",28,"4",,563,590,,10,10.1080/07907184.2012.742068,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84888640991&partnerID=40&md5=874fc2d5d3aa9f80eaae6486934660ba",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84888640991
"Mina, N.","55937892400","Taming and training Greek """"peasant Girls"""" and the gendered politics of whiteness in postwar Canada: Canadian bureaucrats and immigrant domestics, 1950s-1960s",2013,"Canadian Historical Review",94,"4",,514,539,,8,10.3138/chr.1177,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84888237278&partnerID=40&md5=130af806fdf63b032d3778450ed559f8",Article,Final,"",Scopus,2-s2.0-84888237278
"Müller, M.-M.","55418398000","Penal Statecraft in the Latin American City: Assessing Mexico City's Punitive Urban Democracy",2013,"Social and Legal Studies",22,"4",,441,463,,16,10.1177/0964663913482932,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84888224478&partnerID=40&md5=24c4fe5096397ff01f4a210316217d0d",Article,Final,"",Scopus,2-s2.0-84888224478
"González-Bailon, S., Jennings, W., Lodge, M.","30967549800; 34976728800; 7005049368","Politics in the Boardroom: Corporate Pay, Networks and Recruitment of Former Parliamentarians, Ministers and Civil Servants in Britain",2013,"Political Studies",61,"4",,850,873,,23,10.1111/j.1467-9248.2012.00994.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84887188596&partnerID=40&md5=921f922b13cac57fcfee5d48e9ef4507",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84887188596
"De Wispelaere, J., Stirton, L.","21740706500; 6507218378","The Politics of Unconditional Basic Income: Bringing Bureaucracy Back In",2013,"Political Studies",61,"4",,915,932,,19,10.1111/j.1467-9248.2012.01004.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84887160514&partnerID=40&md5=17d08cd9af9ba0c072bbdeb2724a8079",Article,Final,"",Scopus,2-s2.0-84887160514
"Turgeon, L., Gagnon, A.G.","7003263749; 7006959998","The Politics of Representative Bureaucracy in Multilingual States: A Comparison of Belgium, Canada and Switzerland",2013,"Regional and Federal Studies",23,"4",,407,425,,13,10.1080/13597566.2013.765866,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84884282601&partnerID=40&md5=698dec71aaba0344b60c426ce32882d0",Article,Final,"",Scopus,2-s2.0-84884282601
"Staszak, S.","36601569500","Realizing the Rights Revolution: Litigation and the American State",2013,"Law and Social Inquiry",38,"1",,222,245,,2,10.1111/lsi.12012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84873999722&partnerID=40&md5=39a163d499f907ca52487331584a867c",Article,Final,"",Scopus,2-s2.0-84873999722
"Chakraborty, A.","57209847221","Developing rivers: How strong state and bureaucracy continue to suffocate environment-oriented river governance in japan",2013,"SAGE Open",3,"4",,,,,1,10.1177/2158244013501329,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84907298215&partnerID=40&md5=b0d61d422fcaa4ddc9bfd110205d498a",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-84907298215
"Cohen, N.","35742617200","The power of expertise? Politician-bureaucrat interactions, national budget transparency and the Israeli health care policy",2013,"Policy Studies",34,"5-6",,638,654,,12,10.1080/01442872.2013.804174,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84892479676&partnerID=40&md5=1ed5365725f8171a9d3c4085ba899dad",Article,Final,"",Scopus,2-s2.0-84892479676
"Gupta, A.","55491960800","Structural violence and politics",2013,"Economy and Society",42,"4",,686,692,,5,10.1080/03085147.2013.843914,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84889604051&partnerID=40&md5=14d404f74b1d9fcf0c5277fee1a74146",Article,Final,"",Scopus,2-s2.0-84889604051
"Dickovick, J.T., Eaton, K.H.","8573111500; 7103255833","Latin America's Resurgent Centre: National Government Strategies after Decentralisation",2013,"Journal of Development Studies",49,"11",,1453,1466,,13,10.1080/00220388.2013.797073,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84889081181&partnerID=40&md5=eeea5a9b49bfddd717f20ffdeb6e484f",Article,Final,"",Scopus,2-s2.0-84889081181
"Sharma, A.","55482793300","State transparency after the neoliberal turn: The politics, limits, and paradoxes of india's right to information law",2013,"Political and Legal Anthropology Review",36,"2",,308,325,,35,10.1111/plar.12031,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84886741008&partnerID=40&md5=aac7ea43d8ee16afb58210a166251c40",Article,Final,"",Scopus,2-s2.0-84886741008
"Howard, J.H.","55574253000","The politicization of women workers at war: Labour in Chongqing's cotton mills during the anti-Japanese war",2013,"Modern Asian Studies",47,"6",,1888,1940,,7,10.1017/S0026749X11000849,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84886678885&partnerID=40&md5=deec7b7cab54c12bfffa1c707ff95f21",Article,Final,"",Scopus,2-s2.0-84886678885
